"Algorithm","Run_ID","Repeat","Fold_ID","Fold_Number","Grid_Mean","Grid_SD","Threshold_P90","Threshold_P95","Threshold_P99","Threshold_Mean_Plus_2SD"
"XGBoost","Repeat_15_Fold_04",15,"Fold_04",4,0.0582771591550651,0.182394562663486,0.0500375088304285,0.428788408637047,0.966630935668945,0.423066284482038
"XGBoost","Repeat_15_Fold_05",15,"Fold_05",5,0.0765703282463558,0.189276640534721,0.176442797482014,0.615351676940918,0.957353055477142,0.455123609315799
"XGBoost","Repeat_16_Fold_01",16,"Fold_01",1,0.0577306395103127,0.1733725325911,0.0996837466955185,0.405562861263752,0.925246267914772,0.404475704692512
"XGBoost","Repeat_16_Fold_02",16,"Fold_02",2,0.0701292411374137,0.204633821525781,0.119755847007036,0.684412896633148,0.978402614593506,0.479396884188976
"XGBoost","Repeat_16_Fold_03",16,"Fold_03",3,0.0748005901318538,0.214980282290251,0.144838824868202,0.688822442293165,0.991898543834686,0.504761154712356
"XGBoost","Repeat_16_Fold_04",16,"Fold_04",4,0.0838419789763672,0.196122193529423,0.241065247356892,0.527236104011536,0.950819319486618,0.476086366035213
"XGBoost","Repeat_16_Fold_05",16,"Fold_05",5,0.0704679689052379,0.21175374860036,0.148566007614137,0.594487869739531,0.99183163523674,0.493975466105958
"XGBoost","Repeat_17_Fold_01",17,"Fold_01",1,0.0803683628061359,0.183474481238698,0.285656332969666,0.561747297644615,0.863276124000549,0.447317325283532
"XGBoost","Repeat_17_Fold_02",17,"Fold_02",2,0.0536711399783477,0.167182934857705,0.0782984957098966,0.34414147734642,0.912674963474274,0.388037009693758
"XGBoost","Repeat_17_Fold_03",17,"Fold_03",3,0.0548069086339334,0.171286544969966,0.0956431329250336,0.418814897537231,0.91998153924942,0.397379998573865
"XGBoost","Repeat_17_Fold_04",17,"Fold_04",4,0.0805214485892793,0.167193656623002,0.222484186291695,0.419624398648736,0.898064338564874,0.414908761835283
"XGBoost","Repeat_17_Fold_05",17,"Fold_05",5,0.0814893254929727,0.20496069416812,0.195380643010139,0.639079034328461,0.970389842987061,0.491410713829212
"XGBoost","Repeat_18_Fold_01",18,"Fold_01",1,0.103095372838628,0.203772375091574,0.470740079879761,0.653885421156882,0.826201736927032,0.510640123021777
"XGBoost","Repeat_18_Fold_02",18,"Fold_02",2,0.107315657222061,0.198818852965372,0.424490928649902,0.667565703392029,0.831387877464294,0.504953363152806
