"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","eta","max_depth","min_child_weight","subsample","colsample_bytree","gamma","scale_pos_weight","Best_Iteration","Inner_CV_Logloss"
"XGBoost","Repeat_06_Fold_01",6,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,131,0.200945238808904
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,149,0.224146510546024
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,42,0.213122018156215
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,131,0.199096128953478
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,43,0.239566342072346
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,222,0.273130200373439
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,31,0.248808892264676
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,110,0.240538877578309
"XGBoost","Repeat_06_Fold_02",6,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,44,0.21274615247519
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,161,0.168762284993696
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,40,0.182414925155731
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,124,0.197564910004775
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,43,0.184141377390076
