"CellID","X","Y","SVM_Mean_Probability","SVM_SD_Probability","SVM_Min_Probability","SVM_Max_Probability","SVM_Prediction_n"
200,531988.5791,4419939.11,0.0229458697876481,0.0187480327646768,0.000729773457743245,0.095999757430886,150
201,532013.5791,4419939.11,0.0229441709260115,0.0189026195739082,0.000728825427375589,0.0964282610961851,150
202,532038.5791,4419939.11,0.0223807875972342,0.0183907382131334,0.000724099233296581,0.0972380347536669,150
203,532063.5791,4419939.11,0.0223944009403013,0.0185695457379106,0.000721692397882611,0.0977239925267062,150
204,532088.5791,4419939.11,0.0224172951445002,0.0187617506030514,0.00071845346056978,0.0982409958485615,150
205,532113.5791,4419939.11,0.0224494995865169,0.0189674519802005,0.000714416301609131,0.0987881174415504,150
206,532138.5791,4419939.11,0.0224910419879605,0.0191867592056815,0.000709619577239136,0.0993643159584217,150
207,532163.5791,4419939.11,0.0225419409351809,0.0194197948611064,0.00070410552155427,0.0999685052303039,150
208,532188.5791,4419939.11,0.022312777050585,0.0191299055309204,0.000714895607564389,0.0992471797997681,150
209,532213.5791,4419939.11,0.0223725866040043,0.0193855672732044,0.000708191268722047,0.0998889421318884,150
210,532238.5791,4419939.11,0.0224416235109755,0.0196552947134191,0.000700883544454034,0.100554742906765,150
211,532263.5791,4419939.11,0.0229968023624395,0.0207633741220039,0.000661534997754443,0.102229223651827,150
212,532288.5791,4419939.11,0.0230931487689107,0.0210633888072726,0.000654038656853734,0.102933191858977,150
213,532313.5791,4419939.11,0.0220162804927196,0.0194035595163726,0.000707027176975622,0.103762793565694,150
214,532338.5791,4419939.11,0.0220956067203568,0.0197217915316459,0.000696316262914979,0.104526926666146,150
215,532363.5791,4419939.11,0.0221875192068549,0.0200570555283599,0.000685269837837823,0.105307994219316,150
216,532388.5791,4419939.11,0.0222922593785028,0.0204090370463898,0.000673948818112995,0.106104217883254,150
217,532413.5791,4419939.11,0.022409907462213,0.0207771996102785,0.000662411851264078,0.106913772136815,150
218,532438.5791,4419939.11,0.0225403795104275,0.0211607925593785,0.000650716081599784,0.107734752750401,150
219,532463.5791,4419939.11,0.0226834450029387,0.0215589083088008,0.000638915668121431,0.108565221999146,150
220,532488.5791,4419939.11,0.022528749245645,0.02163872458532,0.000641102504065103,0.106895106156096,150
221,532513.5791,4419939.11,0.0225747964164821,0.0218268267042728,0.000648486174455939,0.107116588244246,150
222,532538.5791,4419939.11,0.0226220843360874,0.0219810574447993,0.000657186652104814,0.107098982322719,150
223,532563.5791,4419939.11,0.0226837576315507,0.0221511042223762,0.000662204829751279,0.107104763078712,150
224,532588.5791,4419939.11,0.0227594019903614,0.0223367956299982,0.000649901517367027,0.107133553407203,150
225,532613.5791,4419939.11,0.022775778937975,0.0223737128039062,0.000634338370538017,0.104900308702878,150
226,532638.5791,4419939.11,0.0228705161421596,0.0225866566537665,0.000622355135431052,0.104970885069098,150
227,532663.5791,4419939.11,0.0229777521057849,0.022814836014871,0.000610529186370974,0.105062523932751,150
228,532688.5791,4419939.11,0.0230874035169323,0.0222267857832166,0.000643804281064392,0.0894851442188679,150
229,532713.5791,4419939.11,0.0232119081407626,0.0224959296188793,0.000629417711616538,0.0926856375114865,150
230,532738.5791,4419939.11,0.0232761022369313,0.022762767894365,0.000617106508296775,0.0948761562785232,150
231,532763.5791,4419939.11,0.0235124919878655,0.0231781167331317,0.000593909730028621,0.0967526831268259,150
232,532788.5791,4419939.11,0.0236102577677358,0.0234769210830337,0.000582292501328504,0.0992287717985621,150
233,532813.5791,4419939.11,0.0233403391545264,0.023385920712332,0.000602826646817494,0.0981916839630113,150
234,532838.5791,4419939.11,0.0234626408581386,0.0237437310226852,0.000585588703622059,0.101499005434837,150
235,532863.5791,4419939.11,0.0239194576780747,0.024125431389639,0.000626410819355607,0.109160938312327,150
236,532888.5791,4419939.11,0.0239871206560235,0.0245122679966051,0.000601558711373704,0.111398656003611,150
237,532913.5791,4419939.11,0.0240362163390752,0.0249021578345593,0.000566540386486796,0.113952460391595,150
238,532938.5791,4419939.11,0.0242155009097913,0.0253026201485712,0.00055577854187028,0.117511202928288,150
239,532963.5791,4419939.11,0.0244184431197286,0.0257438845932758,0.000543355931200261,0.121386724742841,150
240,532988.5791,4419939.11,0.0247187542318883,0.0262688730336836,0.000534004852827754,0.126266446682994,150
241,531013.5791,4419914.11,0.0240447025039661,0.0210631178920327,0.000480367026416919,0.113909390867101,150
242,531038.5791,4419914.11,0.0239475910578307,0.0207506291598068,0.000491427841666374,0.112964302584887,150
