"CellID","X","Y","Occurrence","Is_Occurrence_Cell","Min_Dist_to_Occurrence_m","Inside_50m_Buffer","Background_Eligible"
278,531938.5791,4419914.11,,FALSE,1364.15780944058,FALSE,TRUE
279,531963.5791,4419914.11,,FALSE,1364.17758523505,FALSE,TRUE
280,531988.5791,4419914.11,,FALSE,1364.6554286917,FALSE,TRUE
281,532013.5791,4419914.11,,FALSE,1365.59085895363,FALSE,TRUE
282,532038.5791,4419914.11,,FALSE,1366.98293663737,FALSE,TRUE
283,532063.5791,4419914.11,,FALSE,1368.83026853504,FALSE,TRUE
284,532088.5791,4419914.11,,FALSE,1371.13101454883,FALSE,TRUE
285,532113.5791,4419914.11,,FALSE,1373.88289677749,FALSE,TRUE
286,532138.5791,4419914.11,,FALSE,1377.08321065131,FALSE,TRUE
287,532163.5791,4419914.11,,FALSE,1380.72883799018,FALSE,TRUE
288,532188.5791,4419914.11,,FALSE,1384.81626184043,FALSE,TRUE
289,532213.5791,4419914.11,,FALSE,1389.34158292974,FALSE,TRUE
290,532238.5791,4419914.11,,FALSE,1394.30053756631,FALSE,TRUE
291,532263.5791,4419914.11,,FALSE,1399.68851679854,FALSE,TRUE
292,532288.5791,4419914.11,,FALSE,1405.50058664438,FALSE,TRUE
293,532313.5791,4419914.11,,FALSE,1411.73150919632,FALSE,TRUE
294,532338.5791,4419914.11,,FALSE,1418.3757644072,FALSE,TRUE
295,532363.5791,4419914.11,,FALSE,1425.42757236476,FALSE,TRUE
296,532388.5791,4419914.11,,FALSE,1432.88091586765,FALSE,TRUE
297,532413.5791,4419914.11,,FALSE,1440.72956312339,FALSE,TRUE
298,532438.5791,4419914.11,,FALSE,1448.96709039843,FALSE,TRUE
299,532463.5791,4419914.11,,FALSE,1457.58690446151,FALSE,TRUE
300,532488.5791,4419914.11,,FALSE,1466.58226467447,FALSE,TRUE
301,532513.5791,4419914.11,,FALSE,1475.94630459841,FALSE,TRUE
302,532538.5791,4419914.11,,FALSE,1485.67205299746,FALSE,TRUE
303,532563.5791,4419914.11,,FALSE,1495.75245413728,FALSE,TRUE
304,532588.5791,4419914.11,,FALSE,1506.18038729021,FALSE,TRUE
305,532613.5791,4419914.11,,FALSE,1516.94868537393,FALSE,TRUE
306,532638.5791,4419914.11,,FALSE,1528.0501526644,FALSE,TRUE
307,532663.5791,4419914.11,,FALSE,1539.47758153787,FALSE,TRUE
308,532688.5791,4419914.11,,FALSE,1551.22376820937,FALSE,TRUE
309,532713.5791,4419914.11,,FALSE,1563.28152744721,FALSE,TRUE
310,532738.5791,4419914.11,,FALSE,1575.64370625395,FALSE,TRUE
311,532763.5791,4419914.11,,FALSE,1588.30319651434,FALSE,TRUE
312,532788.5791,4419914.11,,FALSE,1601.25294661952,FALSE,TRUE
313,532813.5791,4419914.11,,FALSE,1614.48597208451,FALSE,TRUE
314,532838.5791,4419914.11,,FALSE,1627.99536518311,FALSE,TRUE
315,532863.5791,4419914.11,,FALSE,1641.77430362936,FALSE,TRUE
316,532888.5791,4419914.11,,FALSE,1655.81605834032,FALSE,TRUE
317,532913.5791,4419914.11,,FALSE,1670.11400031784,FALSE,TRUE
318,532938.5791,4419914.11,,FALSE,1684.66160669069,FALSE,TRUE
319,532963.5791,4419914.11,,FALSE,1699.45246596004,FALSE,TRUE
320,532988.5791,4419914.11,,FALSE,1714.48028249311,FALSE,TRUE
321,531013.5791,4419889.11,,FALSE,1634.04396943832,FALSE,TRUE
322,531038.5791,4419889.11,,FALSE,1619.84679802065,FALSE,TRUE
323,531063.5791,4419889.11,,FALSE,1605.91332395549,FALSE,TRUE
324,531088.5791,4419889.11,,FALSE,1592.25046995055,FALSE,TRUE
325,531113.5791,4419889.11,,FALSE,1578.86526152733,FALSE,TRUE
326,531138.5791,4419889.11,,FALSE,1565.76481920426,FALSE,TRUE
327,531163.5791,4419889.11,,FALSE,1552.95634969491,FALSE,TRUE
328,531188.5791,4419889.11,,FALSE,1540.44713608022,FALSE,TRUE
329,531213.5791,4419889.11,,FALSE,1528.24452691896,FALSE,TRUE
330,531238.5791,4419889.11,,FALSE,1516.35592426638,FALSE,TRUE
331,531263.5791,4419889.11,,FALSE,1504.78877057803,FALSE,TRUE
332,531288.5791,4419889.11,,FALSE,1493.5505344841,FALSE,TRUE
333,531313.5791,4419889.11,,FALSE,1482.64869542914,FALSE,TRUE
334,531338.5791,4419889.11,,FALSE,1472.09072718285,FALSE,TRUE
335,531363.5791,4419889.11,,FALSE,1461.88408023952,FALSE,TRUE
336,531388.5791,4419889.11,,FALSE,1452.03616313704,FALSE,TRUE
337,531413.5791,4419889.11,,FALSE,1442.55432274065,FALSE,TRUE
338,531438.5791,4419889.11,,FALSE,1433.44582355167,FALSE,TRUE
339,531463.5791,4419889.11,,FALSE,1424.71782611777,FALSE,TRUE
340,531488.5791,4419889.11,,FALSE,1416.37736463759,FALSE,TRUE
341,531513.5791,4419889.11,,FALSE,1408.43132386983,FALSE,TRUE
342,531538.5791,4419889.11,,FALSE,1400.88641547334,FALSE,TRUE
343,531563.5791,4419889.11,,FALSE,1393.7491539218,FALSE,TRUE
344,531588.5791,4419889.11,,FALSE,1387.02583215228,FALSE,TRUE
345,531613.5791,4419889.11,,FALSE,1380.72249712161,FALSE,TRUE
346,531638.5791,4419889.11,,FALSE,1374.84492545804,FALSE,TRUE
347,531663.5791,4419889.11,,FALSE,1369.39859940695,FALSE,TRUE
348,531688.5791,4419889.11,,FALSE,1364.38868327824,FALSE,TRUE
349,531713.5791,4419889.11,,FALSE,1359.82000060954,FALSE,TRUE
350,531738.5791,4419889.11,,FALSE,1355.69701226259,FALSE,TRUE
351,531763.5791,4419889.11,,FALSE,1352.02379566993,FALSE,TRUE
352,531788.5791,4419889.11,,FALSE,1348.8040254454,FALSE,TRUE
353,531813.5791,4419889.11,,FALSE,1346.04095556477,FALSE,TRUE
354,531838.5791,4419889.11,,FALSE,1343.73740331127,FALSE,TRUE
355,531863.5791,4419889.11,,FALSE,1341.89573516638,FALSE,TRUE
356,531888.5791,4419889.11,,FALSE,1340.5178548075,FALSE,TRUE
357,531913.5791,4419889.11,,FALSE,1339.60519335277,FALSE,TRUE
358,531938.5791,4419889.11,,FALSE,1339.15870196841,FALSE,TRUE
359,531963.5791,4419889.11,,FALSE,1339.17884692737,FALSE,TRUE
